Depthm,Salnty,T_degC
271,34.041,8.19
300,34.062,7.72
323,34.104,7.54
381,34.103,6.67
400,34.111,6.56
443,34.141,6.23
500,34.209,5.8
518,34.22,5.78
0,33.46,15.89
2,33.46,15.89
10,33.457,15.88
11,33.457,15.88
20,33.456,15.88
26,33.457,15.89
30,33.46,15.91
40,33.461,15.91
50,33.458,15.91
51,33.464,15.92
62,33.459,15.9
75,33.496,15.97
88,33.404,15.31
100,33.178,13.31
101,33.167,13.18
111,33.141,12.14
124,33.192,11.41
125,33.204,11.38
140,33.378,11.06
150,33.459,10.68
169,33.606,10.23
200,33.867,9.26
202,33.867,9.24
230,33.959,8.86
250,34.005,8.5
269,34.014,8.2
300,34.047,7.79
319,34.068,7.66
379,34.113,6.85
400,34.139,6.73
438,34.159,6.37
500,34.216,6.07
512,34.225,5.98
0,33.567,16.16
3,33.567,16.16
10,33.565,16.16
20,33.562,16.16
24,33.565,16.17
30,33.567,16.17
39,33.57,16.16
50,33.573,16.19
61,33.766,16.68
75,33.784,16.69
87,33.758,16.46
100,33.432,12.97
113,33.488,12.1
125,33.48,11.19
127,33.51,11.38
140,33.702,11.28
150,33.748,10.92
173,33.796,9.72
200,33.994,9.51
226,34.024,8.74
250,34.077,8.34
268,34.03,7.89
300,34.096,7.58
316,34.114,7.43
378,34.179,7.02
400,34.156,6.62
437,34.172,6.31
500,34.266,6.12
515,34.286,6.04
0,33.331,14.91
2,33.331,14.91
7,33.349,14.49
10,33.602,11.55
12,33.608,11.47
15,33.595,11.69
0,33.603,12.8
1,33.603,12.8
5,33.628,11.34
10,33.661,10.66
20,33.686,10.15
30,33.688,9.95
40,33.803,10.07
50,33.826,9.69
61,33.836,9.44
75,33.849,9.16
80,33.849,9.17
0,33.024,15.87
2,33.024,15.87
10,33.041,15.65
20,33.037,15.08
30,32.994,13.64
40,32.983,12.44
50,32.986,11.24
60,33.053,10.83
75,33.259,10.98
80,33.283,10.73
100,33.375,10.2
101,33.383,10.18
125,33.621,9.77
150,33.8,9.37
200,33.902,8.34
250,34.031,7.86
300,34.048,7.38
400,34.086,6.37
500,34.14,5.68
516,34.172,5.73
600,34.244,5.48
700,34.312,5.08
800,34.36,4.83
900,34.385,4.43
1000,34.419,4.08
1026,34.433,3.98
0,33.036,16.41
2,33.036,16.41
10,33.026,15.61
20,33.052,14.12
30,33.102,13.64
40,33.316,13.3
50,33.416,13.0
61,33.375,12.03
75,33.397,11.26
80,33.459,11.35
100,33.423,10.04
101,33.425,10.03
125,33.669,9.66
150,33.816,8.6
151,33.819,8.68
200,33.977,8.24
203,33.981,8.19
250,34.031,7.58
300,34.109,7.36
400,34.102,6.11
500,34.25,6.02
515,34.257,5.98
600,34.251,5.33
700,34.32,4.99
800,34.368,4.6
900,34.414,4.3
1000,34.45,3.94
1027,34.459,3.84
0,32.963,16.88
2,32.963,16.88
10,33.132,16.1
20,33.157,15.79
30,33.069,15.01
40,32.904,13.38
50,32.762,11.83
60,32.797,11.42
75,32.704,9.8
80,32.742,9.4
100,32.996,8.76
125,33.495,8.98
150,33.704,8.6
200,33.986,7.92
201,33.992,7.92
250,34.009,7.25
300,34.029,6.69
400,34.121,6.04
500,34.187,5.48
516,34.198,5.42
600,34.267,5.13
700,34.332,4.71
800,34.372,4.31
900,34.425,4.1
1000,34.457,3.89
1027,34.469,3.81
0,32.886,15.93
1,32.886,15.93
10,33.04,15.55
20,32.917,14.9
30,32.801,13.31
40,32.75,12.26
50,32.697,10.66
60,32.713,9.96
75,33.09,10.03
81,33.157,10.04
100,33.252,8.67
125,33.576,8.85
150,33.852,8.95
151,33.856,8.95
200,33.904,7.64
205,33.909,7.63
250,34.03,7.38
300,34.042,6.76
400,34.08,5.86
500,34.157,5.21
518,34.173,5.14
600,34.253,4.87
700,34.312,4.54
800,34.388,4.44
900,34.424,4.16
1000,34.458,3.83
1026,34.467,3.76
0,32.946,16.78
1,32.946,16.78
10,32.973,15.52
20,33.215,15.66
30,33.166,15.09
40,32.894,11.87
50,32.903,10.85
60,33.27,11.32
75,33.358,10.35
80,33.359,10.18
100,33.503,9.19
125,33.772,9.01
150,33.902,8.78
200,33.994,8.0
201,33.997,8.02
250,34.033,7.29
300,34.079,6.86
400,34.121,6.05
500,34.177,5.41
517,34.19,5.34
600,34.272,5.19
700,34.333,4.79
800,34.384,4.38
900,34.425,4.09
1000,34.458,3.73
1027,34.468,3.67
0,32.798,16.08
1,32.798,16.08
10,32.828,14.66
20,32.721,12.96
30,32.701,12.02
41,32.734,11.21
50,32.702,10.3
60,32.657,9.58
75,32.797,8.83
81,32.904,8.77
100,33.493,9.49
125,33.67,8.64
150,33.876,8.6
200,34.0,8.01
201,34.005,8.01
250,34.044,7.43
300,34.075,6.92
400,34.108,6.01
500,34.188,5.48
517,34.199,5.34
600,34.25,5.01
700,34.303,4.57
800,34.359,4.22
900,34.413,4.01
1000,34.435,3.67
1027,34.445,3.62
0,32.82,17.22
1,32.82,17.22
10,32.777,16.65
20,32.748,16.0
30,32.729,15.73
40,32.796,14.43
50,32.873,12.84
60,32.885,11.97
75,32.878,10.85
80,32.888,10.76
100,33.003,9.7
125,33.349,8.98
150,33.559,8.53
200,33.927,8.03
201,33.928,8.03
250,33.99,7.45
300,34.045,6.97
400,34.108,6.22
500,34.087,4.94
516,34.104,4.88
600,34.283,5.07
700,34.311,4.44
800,34.382,4.28
900,34.414,3.9
1000,34.455,3.66
1026,34.468,3.66
0,33.372,13.5
1,33.372,13.5
5,33.377,13.5
9,33.378,13.42
10,33.384,13.31
20,33.397,12.97
30,33.451,12.24
40,33.552,11.68
50,33.655,11.03
60,33.713,10.68
75,33.792,10.05
80,33.781,9.85
100,33.886,9.53
125,33.97,9.24
150,34.043,9.07
151,34.045,9.06
200,34.164,8.61
250,34.202,8.35
251,34.202,8.35
300,34.218,8.01
350,34.23,7.49
399,34.118,6.47
400,34.123,6.52
451,34.188,6.35
500,34.18,5.9
501,34.181,5.9
600,34.278,5.56
601,34.278,5.56
700,34.331,5.11
751,34.345,4.79
800,34.361,4.66
900,34.41,4.34
1000,34.432,4.01
1026,34.443,3.94
0,33.338,14.75
10,33.338,14.4
20,33.463,12.49
30,33.439,11.23
50,33.56,10.43
75,33.721,9.93
100,33.777,9.22
125,33.881,9.0
150,33.993,8.83
200,33.988,7.87
250,34.037,7.49
300,34.078,7.07
400,34.079,5.97
500,34.182,5.66
600,34.26,5.24
700,34.333,4.9
800,34.383,4.58
900,34.418,4.25
1000,34.45,3.91
1025,34.459,3.85
0,33.318,14.58
2,33.318,14.58
5,33.311,14.56
10,33.343,14.25
20,33.315,12.6
30,33.165,11.81
40,33.088,10.55
50,33.171,10.34
60,33.225,9.99
75,33.374,9.65
80,33.446,9.61
100,33.637,9.32
125,33.853,8.94
126,33.856,8.93
150,33.933,8.52
200,34.004,8.08
201,34.005,8.08
250,34.042,7.45
300,34.135,7.36
350,34.144,6.73
400,34.169,6.37
401,34.169,6.36
451,34.166,5.81
500,34.219,5.65
501,34.218,5.63
600,34.281,5.19
602,34.28,5.19
700,34.313,4.67
754,34.335,4.47
800,34.361,4.33
900,34.419,4.1
1000,34.452,3.89
1023,34.458,3.8
0,33.007,15.57
10,33.013,15.21
20,33.012,13.58
30,32.95,12.65
50,32.974,10.95
75,33.205,9.95
100,33.532,9.6
125,33.855,9.33
150,33.947,9.02
200,34.004,8.31
250,34.108,8.07
300,34.049,6.94
400,34.139,6.25
500,34.218,5.81
600,34.266,5.17
700,34.339,4.88
800,34.398,4.52
900,34.427,4.19
1000,34.455,3.92
1027,34.463,3.84
0,33.026,15.93
1,33.026,15.93
10,33.023,15.93
20,33.032,15.85
30,32.98,13.7
31,32.986,13.63
41,32.983,12.93
50,32.948,11.82
60,32.946,11.67
75,33.144,10.33
80,33.148,10.1
100,33.314,9.69
125,33.582,9.57
150,33.744,9.1
151,33.751,9.1
200,33.926,8.34
202,33.921,8.32
250,33.995,7.65
300,34.02,7.0
400,34.183,6.6
500,34.217,5.89
516,34.223,5.76
600,34.251,5.11
700,34.31,4.7
800,34.398,4.57
900,34.428,4.19
1000,34.463,3.88
1027,34.469,3.82
0,33.033,16.17
10,33.029,16.16
20,33.002,15.8
30,33.016,15.06
50,32.828,11.15
75,32.972,9.65
100,33.31,9.61
125,33.598,9.38
150,33.741,8.92
200,33.947,8.31
250,34.022,7.68
300,34.021,6.99
400,34.106,6.1
500,34.225,5.79
600,34.296,5.41
700,34.341,5.01
800,34.39,4.6
900,34.414,4.22
1000,34.454,3.93
1025,34.462,3.87
0,33.02,16.0
2,33.02,16.0
5,33.021,15.99
10,33.017,15.97
20,32.994,15.43
30,33.001,14.86
40,32.887,12.94
50,32.797,11.35
60,32.851,10.82
75,32.984,10.61
80,33.003,10.48
99,33.154,9.82
100,33.18,9.8
125,33.599,9.95
150,33.656,8.89
151,33.656,8.89
199,33.933,8.56
200,33.934,8.54
250,34.012,7.9
300,34.035,7.06
351,34.03,6.33
400,34.058,5.86
450,34.117,5.64
500,34.149,5.41
515,34.158,5.37
600,34.232,4.99
700,34.31,4.61
751,34.334,4.48
800,34.356,4.34
900,34.414,4.08
1000,34.453,3.79
1023,34.46,3.73
0,33.014,16.16
10,33.009,16.17
20,33.015,16.17
30,32.994,15.42
50,32.866,12.26
75,32.908,11.25
100,33.254,10.51
125,33.58,9.97
150,33.831,9.48
200,34.003,8.48
250,34.057,7.96
300,34.05,7.1
400,34.061,5.82
500,34.158,5.37
600,34.231,4.98
700,34.302,4.55
800,34.364,4.31
900,34.406,4.02
1000,34.452,3.72
1027,34.464,3.68
0,32.974,15.98
2,32.974,15.98
10,32.978,15.98
20,33.083,15.62
30,33.204,15.13
40,33.227,14.86
50,33.069,13.37
60,32.847,11.2
75,33.03,10.69
80,32.996,9.71
100,33.417,10.05
101,33.379,10.03
125,33.795,9.85
150,33.895,9.28
200,34.092,8.88
201,34.095,8.89
250,34.044,7.93
300,34.13,7.66
400,34.048,5.91
500,34.156,5.41
516,34.168,5.3
600,34.221,4.86
700,34.3,4.61
800,34.367,4.3
900,34.403,4.0
1000,34.454,3.8
1027,34.456,3.72
0,33.071,15.89
10,33.071,15.81
20,33.184,15.12
30,33.226,14.91
50,33.24,13.65
75,33.424,11.01
100,33.571,9.98
125,33.817,9.67
150,33.881,9.26
200,33.958,8.2
250,34.02,7.62
300,34.059,7.08
400,34.113,6.11
500,34.184,5.45
600,34.265,5.03
700,34.327,4.59
800,34.374,4.23
900,34.423,3.96
1000,34.463,3.75
1026,34.469,3.69
0,33.057,16.47
1,33.057,16.47
6,33.058,16.45
10,33.063,16.22
20,33.06,16.2
30,33.187,16.16
40,33.067,14.59
50,33.063,12.95
60,33.025,10.85
75,33.23,9.6
80,33.31,9.42
100,33.689,9.18
125,33.853,8.77
150,33.929,8.52
151,33.933,8.52
200,34.019,7.89
250,34.1,7.65
251,34.102,7.66
300,34.12,7.15
350,34.136,6.65
400,34.161,6.24
451,34.201,6.01
500,34.242,5.8
600,34.273,5.01
700,34.336,4.61
752,34.372,4.43
800,34.39,4.29
900,34.418,3.92
1000,34.46,3.66
1023,34.469,3.62
0,33.179,16.72
10,33.176,16.42
20,33.171,16.35
30,33.112,15.81
50,33.203,12.39
75,33.677,9.42
100,33.846,8.83
125,33.94,8.44
150,33.981,8.19
200,34.04,7.58
250,34.098,7.19
300,34.118,6.7
400,34.166,6.05
500,34.221,5.54
600,34.301,5.06
700,34.33,4.47
800,34.38,4.21
900,34.42,3.89
1000,34.468,3.69
1028,34.476,3.61
0,33.178,16.61
1,33.178,16.61
9,33.182,16.49
10,33.172,16.47
20,33.187,16.36
30,33.177,16.19
40,33.191,16.0
50,33.301,13.03
60,33.547,10.93
75,33.761,9.48
80,33.791,9.25
100,33.86,8.8
101,33.856,8.82
125,33.937,8.43
150,33.971,8.19
200,34.021,7.67
201,34.021,7.67
250,34.064,7.22
300,34.11,6.82
400,34.167,6.04
500,34.215,5.44
516,34.224,5.39
600,34.297,5.05
700,34.317,4.43
800,34.373,4.12
900,34.419,3.81
1000,34.469,3.65
1026,34.475,3.61
0,33.083,16.65
10,33.069,16.36
20,33.04,15.84
30,33.096,14.79
50,33.028,10.98
75,33.474,9.54
100,33.721,9.38
125,33.847,8.92
150,33.922,8.56
200,34.037,8.06
250,34.077,7.55
300,34.06,6.86
400,34.145,6.17
500,34.185,5.39
600,34.273,5.0
700,34.318,4.55
800,34.355,4.15
900,34.432,3.99
1000,34.463,3.7
1026,34.468,3.63
0,33.052,16.72
2,33.052,16.72
5,33.051,16.33
10,33.044,15.78
20,33.054,15.54
30,33.036,15.04
40,33.016,13.22
50,33.001,12.51
59,33.003,11.8
75,33.147,11.21
80,33.155,10.99
100,33.417,10.43
125,33.627,9.98
150,33.747,9.06
151,33.747,9.05
200,33.941,8.35
201,33.942,8.34
250,34.009,7.66
300,34.046,7.12
350,34.094,6.67
400,34.13,6.22
401,34.133,6.22
451,34.189,6.12
500,34.17,5.51
501,34.172,5.51
600,34.246,4.98
601,34.248,4.98
700,34.302,4.58
751,34.354,4.53
800,34.381,4.36
900,34.423,4.05
1000,34.46,3.75
1026,34.464,3.7
0,33.431,13.01
10,33.435,12.98
20,33.516,12.26
30,33.668,11.12
50,33.732,10.06
75,33.845,9.75
100,33.89,9.71
125,33.943,9.59
150,33.968,9.45
200,34.032,9.17
250,34.11,8.78
300,34.141,8.5
400,34.201,7.41
500,34.216,6.2
600,34.245,5.59
700,34.328,5.08
800,34.372,4.71
900,34.417,4.36
1000,34.445,4.06
1027,34.439,4.01
0,33.597,12.64
2,33.597,12.64
5,33.598,12.65
10,33.594,12.06
11,33.599,12.05
20,33.626,11.2
30,33.651,10.88
40,33.677,10.65
50,33.686,10.41
60,33.695,10.31
75,33.776,9.91
81,33.843,9.93
100,33.899,9.8
125,33.921,9.65
150,33.962,9.48
200,34.078,8.91
250,34.12,8.45
251,34.122,8.45
300,34.2,7.99
350,34.211,7.56
400,34.208,7.32
450,34.214,6.52
500,34.228,6.16
502,34.23,6.15
600,34.293,5.48
604,34.3,5.48
700,34.364,4.85
751,34.375,4.76
800,34.388,4.61
900,34.417,4.33
1000,34.44,4.1
1026,34.446,4.03
0,33.542,13.59
1,33.542,13.59
5,33.545,12.91
10,33.54,11.58
20,33.491,10.33
30,33.527,10.09
31,33.526,10.1
40,33.691,10.31
50,33.731,10.39
60,33.74,10.39
75,33.779,10.36
80,33.772,10.36
100,33.771,10.27
125,33.772,10.23
126,33.772,10.25
150,33.798,10.3
151,33.796,10.3
190,33.829,9.69
0,33.323,14.6
1,33.323,14.6
5,33.293,14.24
10,33.237,13.43
10,33.251,13.47
20,33.144,11.89
30,33.187,11.07
40,33.303,10.88
50,33.383,10.49
60,33.584,10.51
0,33.269,14.21
1,33.269,14.21
10,33.248,13.84
10,33.245,13.81
20,33.21,13.32
30,33.188,13.1
31,33.186,13.05
40,33.105,11.56
50,33.222,10.79
60,33.318,10.53
71,33.4,10.24
75,33.515,10.0
85,33.544,9.93
100,33.771,10.23
120,33.871,9.81
125,33.905,9.84
140,33.977,9.58
150,33.985,9.44
171,34.013,9.23
200,34.065,8.9
230,34.087,8.76
0,33.356,14.6
1,33.356,14.6
10,33.348,14.4
10,33.347,14.4
20,33.343,14.19
30,33.351,13.01
40,33.351,10.52
50,33.583,10.39
60,33.644,10.33
71,33.665,10.17
75,33.687,10.08
85,33.738,10.06
100,33.802,9.88
101,33.803,9.89
120,33.824,9.63
125,33.831,9.5
140,33.906,9.06
150,33.946,8.83
171,34.002,8.54
200,34.101,8.51
201,34.105,8.53
231,34.1,8.11
250,34.178,8.17
271,34.219,8.23
300,34.237,7.94
320,34.233,7.77
381,34.237,7.18
400,34.248,7.01
440,34.261,6.79
500,34.271,6.29
515,34.288,6.22
0,33.242,14.3
1,33.242,14.3
10,33.248,14.22
20,33.289,13.43
30,33.343,12.94
40,33.38,12.64
49,33.395,12.36
50,33.408,12.3
60,33.238,10.1
70,33.335,9.93
75,33.412,9.84
85,33.537,9.87
100,33.755,9.94
120,33.864,9.66
125,33.931,9.6
140,33.974,9.44
150,33.966,9.26
170,33.972,8.95
200,34.069,8.81
230,34.04,8.05
250,34.056,7.78
270,34.067,7.58
300,34.096,7.35
322,34.207,7.68
380,34.211,7.2
400,34.202,6.9
440,34.191,6.66
500,34.29,6.35
516,34.293,6.28
0,33.298,16.49
1,33.298,16.49
10,33.295,16.45
11,33.296,16.46
20,33.297,16.34
30,33.194,15.42
31,33.207,15.51
40,32.874,12.04
50,32.93,11.36
60,32.998,11.12
71,33.114,10.86
75,33.139,10.69
86,33.256,10.43
100,33.454,10.23
120,33.722,9.69
125,33.79,9.64
140,33.842,9.4
150,33.874,9.11
169,33.953,8.82
200,34.027,8.47
230,34.041,8.15
250,34.026,7.64
270,34.003,7.07
300,34.038,6.81
321,34.046,6.7
380,34.092,6.15
400,34.168,6.35
440,34.201,6.16
500,34.233,5.84
516,34.25,5.8
0,33.41,16.56
2,33.41,16.56
10,33.414,16.54
19,33.437,16.38
20,33.423,16.46
29,33.568,13.16
30,33.597,12.28
39,33.659,11.56
46,33.62,10.93
50,33.55,10.16
53,33.537,10.0
62,33.564,9.76
70,33.662,9.87
75,33.704,9.76
85,33.768,9.54
100,33.844,9.12
120,33.918,8.87
125,33.953,8.87
140,33.989,8.7
150,34.004,8.58
170,34.033,8.45
200,34.037,7.78
201,34.048,7.84
229,34.086,7.59
250,34.098,7.35
270,34.104,7.08
300,34.11,6.68
321,34.136,6.59
384,34.115,5.79
400,34.147,5.81
441,34.206,5.78
500,34.261,5.56
516,34.28,5.47
0,33.294,16.37
1,33.294,16.37
2,33.291,16.37
10,33.281,16.07
20,33.182,14.98
30,33.236,14.82
40,33.245,14.45
50,33.256,12.35
61,33.245,11.26
70,33.49,11.74
75,33.63,11.25
86,33.663,10.78
100,33.731,9.66
120,33.886,9.54
125,33.895,9.35
141,33.914,8.93
150,33.942,8.83
171,33.99,8.54
199,34.131,8.7
200,34.136,8.64
231,34.078,7.83
250,34.08,7.64
271,34.085,7.27
300,34.096,6.93
320,34.102,6.74
381,34.097,6.05
400,34.113,5.91
443,34.149,5.63
500,34.183,5.27
516,34.189,5.24
0,33.162,17.12
3,33.162,17.12
10,33.162,17.13
11,33.164,17.13
20,33.161,17.13
25,33.161,17.13
30,33.161,17.12
40,33.164,17.09
50,33.198,16.64
51,33.176,16.91
61,33.276,14.73
75,33.193,13.82
77,33.191,13.77
85,33.1,12.55
99,33.129,11.51
100,33.142,11.46
114,33.289,11.31
125,33.365,11.14
126,33.367,11.13
139,33.392,10.96
150,33.453,10.68
173,33.529,10.41
200,33.626,10.07
202,33.627,10.09
230,33.81,9.32
250,33.926,8.74
267,33.993,8.27
300,34.073,7.72
320,34.076,7.64
383,34.111,6.9
400,34.119,6.77
442,34.183,6.76
500,34.226,6.3
518,34.24,6.2
0,33.578,13.88
2,33.578,13.88
5,33.562,12.45
10,33.563,11.9
20,33.559,11.52
30,33.576,11.32
0,33.543,13.38
1,33.543,13.38
5,33.549,13.46
10,33.54,13.29
20,33.53,12.25
30,33.533,11.88
31,33.526,11.94
41,33.535,11.43
50,33.612,10.89
65,33.633,10.82
0,33.58,14.04
2,33.58,14.04
10,33.579,14.03
10,33.579,14.03
15,33.578,13.77
20,33.59,11.39
30,33.615,10.97
40,33.702,10.54
50,33.719,10.28
59,33.811,10.03
70,33.836,9.99
75,33.865,9.88
86,33.886,9.77
100,33.9,9.73
101,33.9,9.73
121,33.922,9.39
125,34.004,9.44
141,34.05,9.28
150,34.056,9.26
171,34.093,9.16
200,34.141,9.0
201,34.137,9.03
231,34.195,8.88
250,34.197,8.63
271,34.227,8.62
300,34.25,8.42
322,34.234,8.14
381,34.259,7.8
400,34.254,7.59
438,34.266,7.43
500,34.277,6.86
516,34.277,6.71
0,33.323,12.51
1,33.323,12.51
9,33.346,12.44
10,33.357,12.39
18,33.376,12.27
20,33.376,12.23
27,33.374,12.12
30,33.327,11.79
36,33.301,11.62
42,33.362,11.1
50,33.608,11.33
60,33.624,11.24
70,33.643,11.01
75,33.657,10.89
85,33.689,10.67
100,33.718,10.55
120,33.821,10.17
125,33.857,9.97
142,33.984,9.48
150,34.029,9.34
169,34.075,9.21
200,34.148,8.99
230,34.226,8.73
250,34.238,8.65
271,34.259,8.54
300,34.271,8.35
320,34.274,8.26
380,34.276,7.77
400,34.277,7.68
441,34.279,7.5
500,34.287,7.21
519,34.286,7.12
0,33.129,16.53
2,33.129,16.53
10,33.129,16.53
12,33.13,16.53
19,33.129,16.53
20,33.133,16.49
30,33.135,16.05
40,32.948,12.99
50,32.935,12.16
52,32.942,12.15
59,32.988,11.58
73,33.064,11.24
75,33.099,10.96
84,33.154,10.95
100,33.269,10.51
125,33.579,9.98
140,33.737,9.69
150,33.814,9.33
170,33.879,8.98
200,33.964,8.49
201,33.961,8.5
232,33.995,8.19
250,33.982,7.76
271,34.021,7.64
300,34.054,7.24
321,34.07,7.05
381,34.116,6.51
400,34.126,6.29
442,34.152,5.99
500,34.183,5.54
518,34.178,5.37
0,33.212,16.27
2,33.212,16.27
2,33.215,16.27
10,33.212,16.27
20,33.211,16.27
30,33.211,16.25
40,32.854,12.48
50,32.869,11.5
51,32.867,11.51
61,32.922,10.96
68,33.045,10.81
75,33.175,10.64
85,33.265,10.48
100,33.42,10.1
121,33.608,9.44
125,33.627,9.39
139,33.765,9.06
150,33.845,8.95
172,33.934,8.66
199,34.025,8.46
200,34.028,8.39
229,34.05,8.12
250,34.047,7.76
269,34.096,7.77
300,34.085,7.25
322,34.1,7.12
381,34.146,6.75
400,34.16,6.65
441,34.176,6.27
500,34.156,5.4
514,34.175,5.38
0,33.208,16.5
2,33.208,16.5
10,33.205,16.49
11,33.206,16.49
20,33.204,16.48
21,33.208,16.48
30,33.229,16.26
31,33.23,16.27
41,33.287,13.38
48,33.334,11.96
50,33.574,12.25
56,33.668,12.06
63,33.693,11.68
71,33.716,11.18
75,33.722,10.87
85,33.674,10.09
99,33.753,9.67
100,33.77,9.62
120,33.877,9.15
125,33.894,9.04
139,33.932,8.89
150,33.997,8.85
171,34.024,8.55
200,34.054,8.31
232,34.162,8.39
250,34.178,8.21
271,34.195,7.99
300,34.199,7.6
322,34.202,7.33
381,34.149,6.4
400,34.15,6.22
442,34.164,5.91
500,34.245,5.67
517,34.238,5.47
0,33.058,16.6
2,33.058,16.6
10,33.059,16.54
20,33.046,16.44
30,33.114,15.93
40,33.117,15.63
50,33.018,14.15
51,33.024,14.2
61,32.988,13.36
70,33.08,13.22
75,33.026,12.7
85,32.99,12.14
100,33.021,11.29
121,33.118,10.47
125,33.164,10.45
140,33.352,10.24
150,33.544,9.96
170,33.727,9.36
200,33.911,8.81
230,33.977,8.38
250,34.038,8.15
270,34.038,7.82
300,34.078,7.34
321,34.116,7.3
380,34.134,6.68
400,34.135,6.43
441,34.169,6.24
500,34.21,5.81
516,34.228,5.82
0,33.605,18.03
2,33.605,18.03
5,33.577,16.04
10,33.516,13.73
15,33.513,13.34
20,33.518,13.16
21,33.518,13.14
30,33.5,12.76
0,33.613,17.76
2,33.613,17.76
10,33.612,17.76
20,33.523,14.82
21,33.533,14.75
30,33.516,13.27
40,33.499,12.27
50,33.533,11.94
60,33.586,11.39
70,33.689,10.7
75,33.788,10.21
85,33.877,9.87
100,34.017,9.55
121,34.098,9.34
125,34.102,9.33
140,34.129,9.23
150,34.146,9.2
170,34.153,9.17
200,34.186,9.01
201,34.184,9.02
231,34.202,8.88
250,34.216,8.69
270,34.216,8.53
300,34.216,8.22
321,34.216,7.93
380,34.229,7.37
400,34.233,7.2
441,34.244,6.84
481,34.253,6.64
500,34.256,6.58
517,34.255,6.56
544,34.257,6.53
568,34.257,6.53
572,34.257,6.53
0,33.492,17.45
1,33.492,17.45
5,33.489,17.35
10,33.472,15.35
10,33.474,15.39
15,33.454,14.32
0,33.531,17.41
1,33.531,17.41
5,33.517,16.65
10,33.479,15.03
10,33.486,15.25
15,33.461,13.62
20,33.459,13.08
25,33.463,12.93
0,33.577,17.81
1,33.577,17.81
6,33.624,17.03
10,33.607,16.74
12,33.591,16.33
12,33.598,16.32
19,33.489,14.16
20,33.479,13.74
25,33.463,13.43
30,33.467,12.56
34,33.44,11.81
42,33.476,11.35
50,33.559,10.97
51,33.559,10.96
60,33.591,10.79
70,33.698,10.45
75,33.726,10.34
85,33.773,10.27
100,33.831,10.1
116,33.873,9.94
0,33.594,20.0
1,33.594,20.0
7,33.59,19.89
10,33.556,18.99
14,33.563,17.02
20,33.587,16.74
21,33.59,16.76
28,33.595,15.95
30,33.596,15.62
37,33.589,14.8
45,33.571,12.16
50,33.589,11.21
51,33.611,11.12
60,33.632,11.17
70,33.767,10.62
75,33.858,10.19
85,33.908,9.97
91,33.982,9.65
0,33.581,16.67
2,33.581,16.67
9,33.578,16.51
10,33.577,16.56
20,33.398,12.32
30,33.557,10.81
41,33.595,10.63
50,33.645,10.27
60,33.701,10.01
70,33.777,9.8
75,33.807,9.76
85,33.884,9.65
100,33.935,9.51
119,34.019,9.33
125,34.062,9.21
141,34.127,9.09
150,34.133,9.06
171,34.16,8.96
200,34.197,8.77
231,34.232,8.58
250,34.255,8.56
270,34.259,8.53
300,34.245,8.19
320,34.262,8.12
382,34.256,7.5
400,34.25,7.33
441,34.252,6.88
500,34.311,6.38
519,34.318,6.3
0,33.561,15.26
1,33.561,15.26
10,33.56,15.25
10,33.561,15.25
20,33.555,15.19
30,33.482,14.21
41,33.431,11.97
50,33.526,11.08
60,33.577,10.81
71,33.657,10.33
75,33.694,10.21
87,33.844,10.05
98,33.931,9.76
100,33.972,9.65
122,34.047,9.39
125,34.06,9.35
139,34.091,9.23
150,34.135,9.08
172,34.145,8.87
200,34.183,8.57
201,34.181,8.58
230,34.233,8.51
250,34.234,8.45
270,34.237,8.36
300,34.253,8.2
324,34.266,7.98
386,34.275,7.55
400,34.284,7.32
442,34.285,6.94
500,34.291,6.63
521,34.302,6.51
0,33.462,15.86
2,33.462,15.86
10,33.132,13.44
10,33.132,13.44
20,33.114,13.09
21,33.13,13.03
30,32.967,12.18
41,32.961,11.85
50,32.946,11.42
51,32.947,11.42
60,32.998,11.04
70,33.056,10.84
75,33.205,11.17
85,33.28,10.58
100,33.321,10.37
121,33.673,9.72
125,33.704,9.62
141,33.846,9.18
150,33.915,8.87
170,33.951,8.65
200,34.006,8.16
202,34.006,8.16
229,34.053,7.96
250,34.061,7.66
271,34.067,7.43
300,34.084,7.03
319,34.068,6.66
381,34.132,6.27
400,34.144,6.14
440,34.185,5.95
500,34.236,5.7
514,34.239,5.63
0,33.173,17.11
1,33.173,17.11
9,33.172,17.11
10,33.173,17.11
15,33.172,17.11
20,33.173,17.09
29,33.176,17.08
30,33.175,17.08
44,33.15,15.79
50,33.175,15.09
58,33.24,14.76
67,33.189,14.13
75,33.108,13.4
79,33.113,13.33
86,33.084,12.63
95,33.114,12.22
100,33.165,12.02
109,33.17,11.68
125,33.35,10.66
145,33.525,10.12
150,33.569,10.01
171,33.717,9.52
199,33.885,9.11
200,33.912,9.0
231,34.042,8.67
250,34.129,8.56
271,34.141,8.28
300,34.156,7.93
320,34.149,7.68
380,34.118,6.68
400,34.166,6.63
441,34.216,6.61
500,34.268,6.24
515,34.262,6.13
0,33.2,17.35
2,33.2,17.35
10,33.2,17.35
10,33.203,17.35
20,33.2,17.35
25,33.2,17.36
30,33.203,17.25
41,33.177,15.22
50,33.206,14.84
63,33.188,14.1
75,33.138,13.55
77,33.136,13.53
88,33.113,12.81
100,33.117,12.57
112,33.079,11.84
125,33.154,11.13
142,33.298,10.6
150,33.42,10.34
170,33.579,10.08
199,33.859,9.53
200,33.878,9.44
230,33.954,8.85
250,34.018,8.51
